bin_left,bin_right,count
5612.503586100753,5783.120922607583,0
5783.120922607583,5958.924941861268,0
5958.924941861268,6140.073316455151,0
6140.073316455151,6326.728512151526,0
6326.728512151526,6519.057933591603,0
6519.057933591603,6717.234074434991,0
6717.234074434991,6921.434672063339,0
6921.434672063339,7131.842866986902,0
7131.842866986902,7348.647367096971,0
7348.647367096971,7572.042616911517,0
7572.042616911517,7802.228971965806,0
7802.228971965806,8039.412878504398,0
8039.412878504398,8283.807058635708,0
8283.807058635708,8535.630701115166,0
8535.630701115166,8795.109657928087,0
8795.109657928087,9062.476646848574,0
9062.476646848574,9337.9714601561,0
9337.9714601561,9621.841179696987,0
9621.841179696987,9914.340398483619,0
9914.340398483619,10215.731449030198,0
10215.731449030198,10526.284638629764,0
10526.284638629764,10846.278491783543,0
10846.278491783543,11176.000000000004,1
